Bank Ref,Debit,Credit,Value Date,Description,Counterparty
UTR_NOISE_8306,,403.75,2026-08-13,Miscellaneous deposit 8306,Corp 31
UTR_NOISE_8307,,535.38,2026-08-14,Miscellaneous deposit 8307,Corp 38
UTR_NOISE_8308,,1818.22,2026-08-13,Miscellaneous deposit 8308,Corp 96
UTR_NOISE_8309,,7249.84,2026-08-16,Miscellaneous deposit 8309,Corp 68
UTR_NOISE_8310,,36573.12,2026-08-14,Miscellaneous deposit 8310,Corp 26
UTR_NOISE_8311,,1584.37,2026-08-17,Miscellaneous deposit 8311,Corp 57
UTR_NOISE_8312,,8123.53,2026-08-15,Miscellaneous deposit 8312,Corp 99
UTR_NOISE_8313,,1102.41,2026-08-15,Miscellaneous deposit 8313,Corp 72
UTR_NOISE_8314,,156.90,2026-08-15,Miscellaneous deposit 8314,Corp 26
UTR_NOISE_8315,,328.30,2026-08-14,Miscellaneous deposit 8315,Corp 62
UTR_NOISE_8316,,1774.87,2026-08-14,Miscellaneous deposit 8316,Corp 79
UTR_NOISE_8317,,5021.49,2026-08-14,Miscellaneous deposit 8317,Corp 55
UTR_NOISE_8318,,13882.71,2026-08-15,Miscellaneous deposit 8318,Corp 24
UTR_NOISE_8319,,809.66,2026-08-14,Miscellaneous deposit 8319,Corp 22
UTR_NOISE_8320,,7116.99,2026-08-17,Miscellaneous deposit 8320,Corp 16
UTR_NOISE_8321,,3720.37,2026-08-14,Miscellaneous deposit 8321,Corp 36
UTR_NOISE_8322,,700.41,2026-08-16,Miscellaneous deposit 8322,Corp 94
UTR_NOISE_8323,,6991.54,2026-08-15,Miscellaneous deposit 8323,Corp 51
UTR_NOISE_8324,,759.64,2026-08-16,Miscellaneous deposit 8324,Corp 59
UTR_NOISE_8325,,49041.10,2026-08-15,Miscellaneous deposit 8325,Corp 50
UTR_NOISE_8326,,1579.61,2026-08-13,Miscellaneous deposit 8326,Corp 44
UTR_NOISE_8327,,5331.19,2026-08-17,Miscellaneous deposit 8327,Corp 28
UTR_NOISE_8328,,4447.73,2026-08-15,Miscellaneous deposit 8328,Corp 54
UTR_NOISE_8329,,1856.31,2026-08-17,Miscellaneous deposit 8329,Corp 8
UTR_NOISE_8330,,57672.39,2026-08-15,Miscellaneous deposit 8330,Corp 42
UTR_NOISE_8331,,3956.64,2026-08-14,Miscellaneous deposit 8331,Corp 19
UTR_NOISE_8332,,48940.93,2026-08-16,Miscellaneous deposit 8332,Corp 60
UTR_NOISE_8333,,829.85,2026-08-15,Miscellaneous deposit 8333,Corp 38
UTR_NOISE_8334,,1549.31,2026-08-13,Miscellaneous deposit 8334,Corp 38
UTR_NOISE_8335,,1142.56,2026-08-14,Miscellaneous deposit 8335,Corp 94
UTR_NOISE_8336,,107223.39,2026-08-15,Miscellaneous deposit 8336,Corp 5
UTR_NOISE_8337,,3973.11,2026-08-16,Miscellaneous deposit 8337,Corp 85
UTR_NOISE_8338,,618.10,2026-08-13,Miscellaneous deposit 8338,Corp 33
UTR_NOISE_8339,,59248.34,2026-08-13,Miscellaneous deposit 8339,Corp 76
UTR_NOISE_8340,,1136.97,2026-08-15,Miscellaneous deposit 8340,Corp 27
UTR_NOISE_8341,,519.14,2026-08-17,Miscellaneous deposit 8341,Corp 73
UTR_NOISE_8342,,3861.10,2026-08-16,Miscellaneous deposit 8342,Corp 96
UTR_NOISE_8343,,8755.49,2026-08-16,Miscellaneous deposit 8343,Corp 36
UTR_NOISE_8344,,49822.01,2026-08-17,Miscellaneous deposit 8344,Corp 92
UTR_NOISE_8345,,243.91,2026-08-16,Miscellaneous deposit 8345,Corp 85
UTR_NOISE_8346,,32892.98,2026-08-13,Miscellaneous deposit 8346,Corp 98
UTR_NOISE_8347,,1003.58,2026-08-16,Miscellaneous deposit 8347,Corp 36
UTR_NOISE_8348,,2523.04,2026-08-15,Miscellaneous deposit 8348,Corp 50
UTR_NOISE_8349,,127928.47,2026-08-17,Miscellaneous deposit 8349,Corp 22
UTR_NOISE_8350,,3160.39,2026-08-14,Miscellaneous deposit 8350,Corp 49
UTR_NOISE_8351,,29459.81,2026-08-16,Miscellaneous deposit 8351,Corp 72
UTR_NOISE_8352,,7318.61,2026-08-16,Miscellaneous deposit 8352,Corp 19
UTR_NOISE_8353,,9322.99,2026-08-16,Miscellaneous deposit 8353,Corp 75
UTR_NOISE_8354,,25126.00,2026-08-13,Miscellaneous deposit 8354,Corp 51
UTR_NOISE_8355,,32961.29,2026-08-16,Miscellaneous deposit 8355,Corp 29
UTR_NOISE_8356,,1508.00,2026-08-13,Miscellaneous deposit 8356,Corp 45
UTR_NOISE_8357,,415.54,2026-08-13,Miscellaneous deposit 8357,Corp 19
UTR_NOISE_8358,,7894.10,2026-08-17,Miscellaneous deposit 8358,Corp 55
UTR_NOISE_8359,,4879.89,2026-08-13,Miscellaneous deposit 8359,Corp 50
UTR_NOISE_8360,,1040.67,2026-08-16,Miscellaneous deposit 8360,Corp 7
UTR_NOISE_8361,,362.91,2026-08-16,Miscellaneous deposit 8361,Corp 18
UTR_NOISE_8362,,128.96,2026-08-14,Miscellaneous deposit 8362,Corp 3
UTR_NOISE_8363,,3015.98,2026-08-13,Miscellaneous deposit 8363,Corp 87
UTR_NOISE_8364,,5772.37,2026-08-17,Miscellaneous deposit 8364,Corp 84
UTR_NOISE_8365,,518.52,2026-08-14,Miscellaneous deposit 8365,Corp 58
UTR_NOISE_8366,,111968.70,2026-08-16,Miscellaneous deposit 8366,Corp 78
UTR_NOISE_8367,,4606.95,2026-08-13,Miscellaneous deposit 8367,Corp 8
UTR_NOISE_8368,,1982.81,2026-08-16,Miscellaneous deposit 8368,Corp 39
UTR_NOISE_8369,,1281.32,2026-08-15,Miscellaneous deposit 8369,Corp 34
UTR_NOISE_8370,,1616.00,2026-08-14,Miscellaneous deposit 8370,Corp 80
UTR_NOISE_8371,,1418.79,2026-08-15,Miscellaneous deposit 8371,Corp 77
UTR_NOISE_8372,,659.84,2026-08-15,Miscellaneous deposit 8372,Corp 93
UTR_NOISE_8373,,952.28,2026-08-15,Miscellaneous deposit 8373,Corp 69
UTR_NOISE_8374,,1724.89,2026-08-16,Miscellaneous deposit 8374,Corp 83
UTR_NOISE_8375,,109.82,2026-08-17,Miscellaneous deposit 8375,Corp 17
UTR_NOISE_8376,,293.39,2026-08-16,Miscellaneous deposit 8376,Corp 51
UTR_NOISE_8377,,1796.02,2026-08-14,Miscellaneous deposit 8377,Corp 24
UTR_NOISE_8378,,1445.84,2026-08-14,Miscellaneous deposit 8378,Corp 14
UTR_NOISE_8379,,4786.94,2026-08-15,Miscellaneous deposit 8379,Corp 91
UTR_NOISE_8380,,17040.77,2026-08-13,Miscellaneous deposit 8380,Corp 54
UTR_NOISE_8381,,27591.41,2026-08-16,Miscellaneous deposit 8381,Corp 12
UTR_NOISE_8382,,42878.38,2026-08-15,Miscellaneous deposit 8382,Corp 70
UTR_NOISE_8383,,43007.78,2026-08-13,Miscellaneous deposit 8383,Corp 22
UTR_NOISE_8384,,7189.82,2026-08-14,Miscellaneous deposit 8384,Corp 68
UTR_NOISE_8385,,26396.04,2026-08-13,Miscellaneous deposit 8385,Corp 35
UTR_NOISE_8386,,1161.72,2026-08-16,Miscellaneous deposit 8386,Corp 3
UTR_NOISE_8387,,3804.77,2026-08-15,Miscellaneous deposit 8387,Corp 18
UTR_NOISE_8388,,968.76,2026-08-13,Miscellaneous deposit 8388,Corp 74
UTR_NOISE_8389,,1420.70,2026-08-14,Miscellaneous deposit 8389,Corp 31
UTR_NOISE_8390,,1600.27,2026-08-15,Miscellaneous deposit 8390,Corp 58
UTR_NOISE_8391,,20908.59,2026-08-15,Miscellaneous deposit 8391,Corp 54
UTR_NOISE_8392,,1674.67,2026-08-13,Miscellaneous deposit 8392,Corp 72
UTR_NOISE_8393,,24445.90,2026-08-17,Miscellaneous deposit 8393,Corp 30
UTR_NOISE_8394,,953.11,2026-08-14,Miscellaneous deposit 8394,Corp 25
UTR_NOISE_8395,,1104.21,2026-08-15,Miscellaneous deposit 8395,Corp 33
UTR_NOISE_8396,,8051.32,2026-08-15,Miscellaneous deposit 8396,Corp 54
UTR_NOISE_8397,,627.79,2026-08-13,Miscellaneous deposit 8397,Corp 84
UTR_NOISE_8398,,2888.28,2026-08-14,Miscellaneous deposit 8398,Corp 14
UTR_NOISE_8399,,2993.84,2026-08-17,Miscellaneous deposit 8399,Corp 19
UTR_NOISE_8400,,1328.07,2026-08-13,Miscellaneous deposit 8400,Corp 50
UTR_NOISE_8401,,187.71,2026-08-13,Miscellaneous deposit 8401,Corp 61
UTR_NOISE_8402,,1684.32,2026-08-17,Miscellaneous deposit 8402,Corp 92
UTR_NOISE_8403,,479.42,2026-08-13,Miscellaneous deposit 8403,Corp 38
UTR_NOISE_8404,,1973.66,2026-08-17,Miscellaneous deposit 8404,Corp 24
UTR_NOISE_8405,,99.32,2026-08-13,Miscellaneous deposit 8405,Corp 72
UTR_NOISE_8406,,723.93,2026-08-17,Miscellaneous deposit 8406,Corp 69
UTR_NOISE_8407,,579.50,2026-08-14,Miscellaneous deposit 8407,Corp 95
UTR_NOISE_8408,,109.21,2026-08-17,Miscellaneous deposit 8408,Corp 37
UTR_NOISE_8409,,5883.04,2026-08-14,Miscellaneous deposit 8409,Corp 46
UTR_NOISE_8410,,1146.08,2026-08-14,Miscellaneous deposit 8410,Corp 90
UTR_NOISE_8411,,6665.01,2026-08-17,Miscellaneous deposit 8411,Corp 19
UTR_NOISE_8412,,89552.27,2026-08-13,Miscellaneous deposit 8412,Corp 31
UTR_NOISE_8413,,1513.40,2026-08-15,Miscellaneous deposit 8413,Corp 76
UTR_NOISE_8414,,799.69,2026-08-14,Miscellaneous deposit 8414,Corp 89
UTR_NOISE_8415,,1667.99,2026-08-14,Miscellaneous deposit 8415,Corp 87
UTR_NOISE_8416,,3615.63,2026-08-13,Miscellaneous deposit 8416,Corp 31
UTR_NOISE_8417,,1783.26,2026-08-16,Miscellaneous deposit 8417,Corp 38
UTR_NOISE_8418,,1602.56,2026-08-13,Miscellaneous deposit 8418,Corp 47
UTR_NOISE_8419,,40944.75,2026-08-13,Miscellaneous deposit 8419,Corp 70
UTR_NOISE_8420,,7546.10,2026-08-14,Miscellaneous deposit 8420,Corp 77
UTR_NOISE_8421,,335.34,2026-08-16,Miscellaneous deposit 8421,Corp 71
UTR_NOISE_8422,,540.22,2026-08-15,Miscellaneous deposit 8422,Corp 88
UTR_NOISE_8423,,719.82,2026-08-13,Miscellaneous deposit 8423,Corp 97
UTR_NOISE_8424,,2539.20,2026-08-16,Miscellaneous deposit 8424,Corp 99
UTR_NOISE_8425,,2013.50,2026-08-14,Miscellaneous deposit 8425,Corp 28
UTR_NOISE_8426,,1198.42,2026-08-13,Miscellaneous deposit 8426,Corp 70
UTR_NOISE_8427,,1330.23,2026-08-17,Miscellaneous deposit 8427,Corp 34
UTR_NOISE_8428,,200.03,2026-08-17,Miscellaneous deposit 8428,Corp 4
UTR_NOISE_8429,,9006.94,2026-08-13,Miscellaneous deposit 8429,Corp 26
UTR_NOISE_8430,,26315.69,2026-08-13,Miscellaneous deposit 8430,Corp 95
UTR_NOISE_8431,,99.43,2026-08-17,Miscellaneous deposit 8431,Corp 90
UTR_NOISE_8432,,1080.71,2026-08-15,Miscellaneous deposit 8432,Corp 78
UTR_NOISE_8433,,1762.91,2026-08-17,Miscellaneous deposit 8433,Corp 99
UTR_NOISE_8434,,1182.81,2026-08-16,Miscellaneous deposit 8434,Corp 64
UTR_NOISE_8435,,575.58,2026-08-17,Miscellaneous deposit 8435,Corp 54
UTR_NOISE_8436,,8303.65,2026-08-16,Miscellaneous deposit 8436,Corp 98
UTR_NOISE_8437,,41626.23,2026-08-17,Miscellaneous deposit 8437,Corp 55
UTR_NOISE_8438,,1040.04,2026-08-13,Miscellaneous deposit 8438,Corp 90
UTR_NOISE_8439,,7642.47,2026-08-13,Miscellaneous deposit 8439,Corp 3
UTR_NOISE_8440,,7243.42,2026-08-17,Miscellaneous deposit 8440,Corp 62
UTR_NOISE_8441,,1524.15,2026-08-15,Miscellaneous deposit 8441,Corp 91
UTR_NOISE_8442,,1709.10,2026-08-14,Miscellaneous deposit 8442,Corp 94
UTR_NOISE_8443,,1780.10,2026-08-14,Miscellaneous deposit 8443,Corp 45
UTR_NOISE_8444,,6920.56,2026-08-15,Miscellaneous deposit 8444,Corp 26
UTR_NOISE_8445,,37373.67,2026-08-17,Miscellaneous deposit 8445,Corp 43
UTR_NOISE_8446,,33579.36,2026-08-14,Miscellaneous deposit 8446,Corp 79
UTR_NOISE_8447,,692.18,2026-08-16,Miscellaneous deposit 8447,Corp 45
UTR_NOISE_8448,,6991.65,2026-08-13,Miscellaneous deposit 8448,Corp 49
UTR_NOISE_8449,,1938.25,2026-08-15,Miscellaneous deposit 8449,Corp 19
UTR_NOISE_8450,,7863.35,2026-08-16,Miscellaneous deposit 8450,Corp 43
UTR_NOISE_8451,,46657.33,2026-08-16,Miscellaneous deposit 8451,Corp 77
UTR_NOISE_8452,,16126.84,2026-08-17,Miscellaneous deposit 8452,Corp 82
UTR_NOISE_8453,,1550.73,2026-08-16,Miscellaneous deposit 8453,Corp 89
UTR_NOISE_8454,,1383.75,2026-08-15,Miscellaneous deposit 8454,Corp 41
UTR_NOISE_8455,,112.41,2026-08-17,Miscellaneous deposit 8455,Corp 34
UTR_NOISE_8456,,7993.62,2026-08-17,Miscellaneous deposit 8456,Corp 68
UTR_NOISE_8457,,9613.31,2026-08-16,Miscellaneous deposit 8457,Corp 8
UTR_NOISE_8458,,287.68,2026-08-13,Miscellaneous deposit 8458,Corp 72
UTR_NOISE_8459,,1038.51,2026-08-16,Miscellaneous deposit 8459,Corp 19
UTR_NOISE_8460,,1171.58,2026-08-16,Miscellaneous deposit 8460,Corp 59
UTR_NOISE_8461,,568.53,2026-08-13,Miscellaneous deposit 8461,Corp 14
UTR_NOISE_8462,,7112.70,2026-08-15,Miscellaneous deposit 8462,Corp 30
UTR_NOISE_8463,,557.32,2026-08-16,Miscellaneous deposit 8463,Corp 85
UTR_NOISE_8464,,1933.73,2026-08-14,Miscellaneous deposit 8464,Corp 61
UTR_NOISE_8465,,47255.94,2026-08-14,Miscellaneous deposit 8465,Corp 92
UTR_NOISE_8466,,29512.13,2026-08-14,Miscellaneous deposit 8466,Corp 19
UTR_NOISE_8467,,1780.78,2026-08-17,Miscellaneous deposit 8467,Corp 74
UTR_NOISE_8468,,323.79,2026-08-13,Miscellaneous deposit 8468,Corp 90
UTR_NOISE_8469,,9956.93,2026-08-17,Miscellaneous deposit 8469,Corp 57
UTR_NOISE_8470,,1298.56,2026-08-15,Miscellaneous deposit 8470,Corp 67
UTR_NOISE_8471,,4504.69,2026-08-13,Miscellaneous deposit 8471,Corp 52
UTR_NOISE_8472,,1427.94,2026-08-17,Miscellaneous deposit 8472,Corp 97
UTR_NOISE_8473,,775.31,2026-08-17,Miscellaneous deposit 8473,Corp 28
UTR_NOISE_8474,,9916.62,2026-08-13,Miscellaneous deposit 8474,Corp 9
UTR_NOISE_8475,,1642.09,2026-08-16,Miscellaneous deposit 8475,Corp 64
UTR_NOISE_8476,,38204.39,2026-08-14,Miscellaneous deposit 8476,Corp 51
UTR_NOISE_8477,,7760.27,2026-08-17,Miscellaneous deposit 8477,Corp 5
UTR_NOISE_8478,,1417.76,2026-08-16,Miscellaneous deposit 8478,Corp 96
UTR_NOISE_8479,,578.27,2026-08-16,Miscellaneous deposit 8479,Corp 56
UTR_NOISE_8480,,859.80,2026-08-15,Miscellaneous deposit 8480,Corp 31
UTR_NOISE_8481,,7100.97,2026-08-15,Miscellaneous deposit 8481,Corp 25
UTR_NOISE_8482,,38819.23,2026-08-13,Miscellaneous deposit 8482,Corp 55
UTR_NOISE_8483,,1992.79,2026-08-17,Miscellaneous deposit 8483,Corp 35
UTR_NOISE_8484,,47376.79,2026-08-16,Miscellaneous deposit 8484,Corp 50
UTR_NOISE_8485,,1621.81,2026-08-17,Miscellaneous deposit 8485,Corp 87
UTR_NOISE_8486,,1811.12,2026-08-14,Miscellaneous deposit 8486,Corp 17
UTR_NOISE_8487,,8626.95,2026-08-13,Miscellaneous deposit 8487,Corp 2
UTR_NOISE_8488,,503.03,2026-08-16,Miscellaneous deposit 8488,Corp 47
UTR_NOISE_8489,,41967.40,2026-08-16,Miscellaneous deposit 8489,Corp 22
UTR_NOISE_8490,,3525.57,2026-08-17,Miscellaneous deposit 8490,Corp 87
UTR_NOISE_8491,,322.67,2026-08-13,Miscellaneous deposit 8491,Corp 92
UTR_NOISE_8492,,163233.30,2026-08-14,Miscellaneous deposit 8492,Corp 29
UTR_NOISE_8493,,1697.67,2026-08-17,Miscellaneous deposit 8493,Corp 58
UTR_NOISE_8494,,8185.56,2026-08-16,Miscellaneous deposit 8494,Corp 85
UTR_NOISE_8495,,1576.21,2026-08-15,Miscellaneous deposit 8495,Corp 61
UTR_NOISE_8496,,3602.65,2026-08-13,Miscellaneous deposit 8496,Corp 20
UTR_NOISE_8497,,922.81,2026-08-17,Miscellaneous deposit 8497,Corp 52
UTR_NOISE_8498,,1681.64,2026-08-15,Miscellaneous deposit 8498,Corp 56
UTR_NOISE_8499,,6993.28,2026-08-16,Miscellaneous deposit 8499,Corp 7
UTR_NOISE_8500,,7856.06,2026-08-16,Miscellaneous deposit 8500,Corp 60
UTR_NOISE_8501,,154.83,2026-08-14,Miscellaneous deposit 8501,Corp 85
UTR_NOISE_8502,,20125.76,2026-08-13,Miscellaneous deposit 8502,Corp 53
UTR_NOISE_8503,,3463.23,2026-08-15,Miscellaneous deposit 8503,Corp 59
UTR_NOISE_8504,,605.72,2026-08-14,Miscellaneous deposit 8504,Corp 12
UTR_NOISE_8505,,1954.36,2026-08-13,Miscellaneous deposit 8505,Corp 63
UTR_NOISE_8506,,727.01,2026-08-13,Miscellaneous deposit 8506,Corp 79
UTR_NOISE_8507,,156335.59,2026-08-17,Miscellaneous deposit 8507,Corp 70
UTR_NOISE_8508,,1570.40,2026-08-15,Miscellaneous deposit 8508,Corp 17
UTR_NOISE_8509,,733.59,2026-08-13,Miscellaneous deposit 8509,Corp 68
UTR_NOISE_8510,,8626.50,2026-08-16,Miscellaneous deposit 8510,Corp 77
UTR_NOISE_8511,,1573.57,2026-08-15,Miscellaneous deposit 8511,Corp 44
UTR_NOISE_8512,,1624.85,2026-08-13,Miscellaneous deposit 8512,Corp 72
UTR_NOISE_8513,,1831.45,2026-08-17,Miscellaneous deposit 8513,Corp 2
UTR_NOISE_8514,,11185.94,2026-08-14,Miscellaneous deposit 8514,Corp 11
UTR_NOISE_8515,,9033.73,2026-08-16,Miscellaneous deposit 8515,Corp 94
UTR_NOISE_8516,,4213.05,2026-08-17,Miscellaneous deposit 8516,Corp 32
UTR_NOISE_8517,,971.71,2026-08-17,Miscellaneous deposit 8517,Corp 59
UTR_NOISE_8518,,114.78,2026-08-15,Miscellaneous deposit 8518,Corp 24
UTR_NOISE_8519,,214.79,2026-08-13,Miscellaneous deposit 8519,Corp 20
UTR_NOISE_8520,,9842.91,2026-08-14,Miscellaneous deposit 8520,Corp 30
UTR_NOISE_8521,,474.10,2026-08-14,Miscellaneous deposit 8521,Corp 38
UTR_NOISE_8522,,1866.22,2026-08-17,Miscellaneous deposit 8522,Corp 61
UTR_NOISE_8523,,810.01,2026-08-13,Miscellaneous deposit 8523,Corp 51
UTR_NOISE_8524,,219.84,2026-08-15,Miscellaneous deposit 8524,Corp 97
UTR_NOISE_8525,,150.60,2026-08-13,Miscellaneous deposit 8525,Corp 57
UTR_NOISE_8526,,560.45,2026-08-16,Miscellaneous deposit 8526,Corp 26
UTR_NOISE_8527,,5290.21,2026-08-17,Miscellaneous deposit 8527,Corp 55
UTR_NOISE_8528,,7925.64,2026-08-15,Miscellaneous deposit 8528,Corp 33
UTR_NOISE_8529,,8620.46,2026-08-13,Miscellaneous deposit 8529,Corp 56
UTR_NOISE_8530,,6553.90,2026-08-17,Miscellaneous deposit 8530,Corp 14
UTR_NOISE_8531,,7408.00,2026-08-15,Miscellaneous deposit 8531,Corp 64
UTR_NOISE_8532,,4229.17,2026-08-14,Miscellaneous deposit 8532,Corp 52
UTR_NOISE_8533,,35628.76,2026-08-14,Miscellaneous deposit 8533,Corp 26
UTR_NOISE_8534,,409.24,2026-08-13,Miscellaneous deposit 8534,Corp 46
UTR_NOISE_8535,,232.70,2026-08-16,Miscellaneous deposit 8535,Corp 53
UTR_NOISE_8536,,3951.04,2026-08-16,Miscellaneous deposit 8536,Corp 91
UTR_NOISE_8537,,3235.18,2026-08-17,Miscellaneous deposit 8537,Corp 15
UTR_NOISE_8538,,5759.72,2026-08-14,Miscellaneous deposit 8538,Corp 97
UTR_NOISE_8539,,1049.16,2026-08-14,Miscellaneous deposit 8539,Corp 33
UTR_NOISE_8540,,188089.31,2026-08-14,Miscellaneous deposit 8540,Corp 33
UTR_NOISE_8541,,3126.87,2026-08-15,Miscellaneous deposit 8541,Corp 59
UTR_NOISE_8542,,1755.30,2026-08-16,Miscellaneous deposit 8542,Corp 35
UTR_NOISE_8543,,33151.37,2026-08-16,Miscellaneous deposit 8543,Corp 95
UTR_NOISE_8544,,1271.38,2026-08-16,Miscellaneous deposit 8544,Corp 53
UTR_NOISE_8545,,1746.54,2026-08-13,Miscellaneous deposit 8545,Corp 2
UTR_NOISE_8546,,378.33,2026-08-15,Miscellaneous deposit 8546,Corp 47
UTR_NOISE_8547,,9322.27,2026-08-13,Miscellaneous deposit 8547,Corp 85
UTR_NOISE_8548,,1110.88,2026-08-14,Miscellaneous deposit 8548,Corp 75
UTR_NOISE_8549,,9909.53,2026-08-15,Miscellaneous deposit 8549,Corp 32
UTR_NOISE_8550,,1085.28,2026-08-13,Miscellaneous deposit 8550,Corp 34
UTR_NOISE_8551,,49688.98,2026-08-15,Miscellaneous deposit 8551,Corp 27
UTR_NOISE_8552,,1557.63,2026-08-13,Miscellaneous deposit 8552,Corp 49
UTR_NOISE_8553,,6306.91,2026-08-16,Miscellaneous deposit 8553,Corp 21
UTR_NOISE_8554,,1961.07,2026-08-13,Miscellaneous deposit 8554,Corp 24
UTR_NOISE_8555,,3211.17,2026-08-13,Miscellaneous deposit 8555,Corp 73
UTR_NOISE_8556,,273.58,2026-08-13,Miscellaneous deposit 8556,Corp 5
UTR_NOISE_8557,,124.15,2026-08-14,Miscellaneous deposit 8557,Corp 41
UTR_NOISE_8558,,885.17,2026-08-15,Miscellaneous deposit 8558,Corp 16
UTR_NOISE_8559,,7641.64,2026-08-17,Miscellaneous deposit 8559,Corp 6
UTR_NOISE_8560,,964.81,2026-08-14,Miscellaneous deposit 8560,Corp 26
UTR_NOISE_8561,,1415.68,2026-08-17,Miscellaneous deposit 8561,Corp 81
UTR_NOISE_8562,,7081.66,2026-08-14,Miscellaneous deposit 8562,Corp 44
UTR_NOISE_8563,,819.94,2026-08-16,Miscellaneous deposit 8563,Corp 92
UTR_NOISE_8564,,8062.05,2026-08-15,Miscellaneous deposit 8564,Corp 1
UTR_NOISE_8565,,1279.26,2026-08-16,Miscellaneous deposit 8565,Corp 41
UTR_NOISE_8566,,1120.95,2026-08-14,Miscellaneous deposit 8566,Corp 77
UTR_NOISE_8567,,983.16,2026-08-13,Miscellaneous deposit 8567,Corp 74
UTR_NOISE_8568,,835.35,2026-08-14,Miscellaneous deposit 8568,Corp 54
UTR_NOISE_8569,,469.02,2026-08-16,Miscellaneous deposit 8569,Corp 68
UTR_NOISE_8570,,786.01,2026-08-14,Miscellaneous deposit 8570,Corp 50
UTR_NOISE_8571,,190466.48,2026-08-14,Miscellaneous deposit 8571,Corp 22
UTR_NOISE_8572,,45464.69,2026-08-15,Miscellaneous deposit 8572,Corp 50
UTR_NOISE_8573,,1391.22,2026-08-13,Miscellaneous deposit 8573,Corp 26
UTR_NOISE_8574,,6255.69,2026-08-14,Miscellaneous deposit 8574,Corp 16
UTR_NOISE_8575,,159.40,2026-08-16,Miscellaneous deposit 8575,Corp 57
UTR_NOISE_8576,,1694.45,2026-08-15,Miscellaneous deposit 8576,Corp 59
UTR_NOISE_8577,,48763.83,2026-08-15,Miscellaneous deposit 8577,Corp 46
UTR_NOISE_8578,,937.57,2026-08-17,Miscellaneous deposit 8578,Corp 60
UTR_NOISE_8579,,224.39,2026-08-14,Miscellaneous deposit 8579,Corp 86
UTR_NOISE_8580,,603.69,2026-08-16,Miscellaneous deposit 8580,Corp 24
UTR_NOISE_8581,,1530.41,2026-08-14,Miscellaneous deposit 8581,Corp 50
UTR_NOISE_8582,,6259.97,2026-08-16,Miscellaneous deposit 8582,Corp 69
UTR_NOISE_8583,,1013.95,2026-08-13,Miscellaneous deposit 8583,Corp 73
UTR_NOISE_8584,,1180.44,2026-08-14,Miscellaneous deposit 8584,Corp 70
UTR_NOISE_8585,,1320.80,2026-08-16,Miscellaneous deposit 8585,Corp 65
UTR_NOISE_8586,,1830.19,2026-08-15,Miscellaneous deposit 8586,Corp 77
UTR_NOISE_8587,,257.53,2026-08-15,Miscellaneous deposit 8587,Corp 17
UTR_NOISE_8588,,1498.20,2026-08-14,Miscellaneous deposit 8588,Corp 26
UTR_NOISE_8589,,1555.42,2026-08-14,Miscellaneous deposit 8589,Corp 96
UTR_NOISE_8590,,3463.22,2026-08-15,Miscellaneous deposit 8590,Corp 7
UTR_NOISE_8591,,9522.41,2026-08-15,Miscellaneous deposit 8591,Corp 6
UTR_NOISE_8592,,657.75,2026-08-16,Miscellaneous deposit 8592,Corp 64
UTR_NOISE_8593,,650.34,2026-08-17,Miscellaneous deposit 8593,Corp 27
UTR_NOISE_8594,,1416.99,2026-08-14,Miscellaneous deposit 8594,Corp 100
UTR_NOISE_8595,,460.25,2026-08-14,Miscellaneous deposit 8595,Corp 18
UTR_NOISE_8596,,461.15,2026-08-16,Miscellaneous deposit 8596,Corp 6
UTR_NOISE_8597,,5312.25,2026-08-13,Miscellaneous deposit 8597,Corp 93
UTR_NOISE_8598,,316.96,2026-08-14,Miscellaneous deposit 8598,Corp 36
UTR_NOISE_8599,,880.74,2026-08-15,Miscellaneous deposit 8599,Corp 21
UTR_NOISE_8600,,785.80,2026-08-13,Miscellaneous deposit 8600,Corp 35
UTR_NOISE_8601,,462.64,2026-08-13,Miscellaneous deposit 8601,Corp 91
UTR_NOISE_8602,,180.87,2026-08-14,Miscellaneous deposit 8602,Corp 75
UTR_NOISE_8603,,5603.88,2026-08-14,Miscellaneous deposit 8603,Corp 25
UTR_NOISE_8604,,243856.53,2026-08-14,Miscellaneous deposit 8604,Corp 92
UTR_NOISE_8605,,960.73,2026-08-13,Miscellaneous deposit 8605,Corp 34
UTR_NOISE_8606,,9648.88,2026-08-13,Miscellaneous deposit 8606,Corp 66
UTR_NOISE_8607,,292.91,2026-08-15,Miscellaneous deposit 8607,Corp 85
UTR_NOISE_8608,,3385.89,2026-08-14,Miscellaneous deposit 8608,Corp 70
UTR_NOISE_8609,,1906.48,2026-08-14,Miscellaneous deposit 8609,Corp 53
UTR_NOISE_8610,,1219.62,2026-08-17,Miscellaneous deposit 8610,Corp 11
UTR_NOISE_8611,,7303.06,2026-08-16,Miscellaneous deposit 8611,Corp 83
UTR_NOISE_8612,,980.62,2026-08-17,Miscellaneous deposit 8612,Corp 24
UTR_NOISE_8613,,8238.50,2026-08-15,Miscellaneous deposit 8613,Corp 50
UTR_NOISE_8614,,624.16,2026-08-15,Miscellaneous deposit 8614,Corp 26
UTR_NOISE_8615,,5382.19,2026-08-13,Miscellaneous deposit 8615,Corp 8
UTR_NOISE_8616,,555.77,2026-08-16,Miscellaneous deposit 8616,Corp 31
UTR_NOISE_8617,,756.86,2026-08-17,Miscellaneous deposit 8617,Corp 71
